,Filename,ContaminationFraction,NumLearners,NumObservationsPerLearner,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
381,analcatdata_lawsuit,0,32,auto,0,0.0,0.0,1.0
382,analcatdata_lawsuit,0,64,auto,0,0.0,0.0,1.0
383,analcatdata_lawsuit,0,128,auto,0,0.0,0.0,1.0
384,analcatdata_lawsuit,0,256,auto,0,0.0,0.0,1.0
385,analcatdata_lawsuit,0,512,auto,0,0.0,0.0,1.0
386,analcatdata_lawsuit,0,100,0.05,0,0.0,0.0,1.0
387,analcatdata_lawsuit,0,100,0.1,0,0.0,0.0,1.0
388,analcatdata_lawsuit,0,100,0.2,0,0.0,0.0,1.0
389,analcatdata_lawsuit,0,100,0.5,0,0.0,0.0,1.0
390,analcatdata_lawsuit,0,100,1,0,0.0,0.0,1.0
391,analcatdata_neavote,0,100,auto,0,0.0,0.0,1.0
392,analcatdata_neavote,0.05,100,auto,0,0.0,0.0,0.8326421640693916
393,analcatdata_neavote,0.1,100,auto,0,0.04705882352941176,1.0,0.715595698557894
394,analcatdata_neavote,0.15,100,auto,0,0.10220779220779219,0.27927927927927926,0.8044172303156185
395,analcatdata_neavote,0.2,100,auto,0,0.1487179487179487,0.0,0.8893501509658969
396,analcatdata_neavote,0.25,100,auto,0,0.1254032258064516,0.0,0.9192128877061692
397,analcatdata_neavote,LOF,100,auto,0,0.0,0.0,1.0
398,analcatdata_neavote,IF,100,auto,0,0.09824236817761331,0.15981735159817348,0.7582568770562004
399,analcatdata_neavote,0,1,auto,0,0.0,0.0,1.0
400,analcatdata_neavote,0,2,auto,0,0.0,0.0,1.0
401,analcatdata_neavote,0,4,auto,0,0.0,0.0,1.0
402,analcatdata_neavote,0,8,auto,0,0.0,0.0,1.0
403,analcatdata_neavote,0,16,auto,0,0.0,0.0,1.0
404,analcatdata_neavote,0,32,auto,0,0.0,0.0,1.0
405,analcatdata_neavote,0,64,auto,0,0.0,0.0,1.0
406,analcatdata_neavote,0,128,auto,0,0.0,0.0,1.0
407,analcatdata_neavote,0,256,auto,0,0.0,0.0,1.0
408,analcatdata_neavote,0,512,auto,0,0.0,0.0,1.0
409,analcatdata_neavote,0,100,0.05,0,0.0,0.0,1.0
410,analcatdata_neavote,0,100,0.1,0,0.0,0.0,1.0
411,analcatdata_neavote,0,100,0.2,0,0.0,0.0,1.0
412,analcatdata_neavote,0,100,0.5,0,0.0,0.0,1.0
413,analcatdata_neavote,0,100,1,0,0.0,0.0,1.0
414,annthyroid,0,100,auto,0,0.0,0.0,1.0
415,annthyroid,0.05,100,auto,0,0.31337179263665205,0.04164545056998905,0.8928869386726308
416,annthyroid,0.1,100,auto,0,0.3443319547550524,0.014322914758001029,0.8772759297981422
417,annthyroid,0.15,100,auto,0,0.34900438157058045,0.017801754856266058,0.8711934671317196
418,annthyroid,0.2,100,auto,0,0.33192396456755635,0.023911017920461814,0.8589453484592271
419,annthyroid,0.25,100,auto,0,0.3209023124261704,0.02618455001431959,0.8456903919481085
420,annthyroid,LOF,100,auto,0,0.30009830807728777,0.01507581299049093,0.8701858060302202
421,annthyroid,IF,100,auto,0,0.33784638266957856,0.025766871165644228,0.8936760202820924
422,annthyroid,0,1,auto,0,0.0,0.0,1.0
423,annthyroid,0,2,auto,0,0.0,0.0,1.0
424,annthyroid,0,4,auto,0,0.0,0.0,1.0
425,annthyroid,0,8,auto,0,0.0,0.0,1.0
426,annthyroid,0,16,auto,0,0.0,0.0,1.0
427,annthyroid,0,32,auto,0,0.0,0.0,1.0
428,annthyroid,0,64,auto,0,0.0,0.0,1.0
429,annthyroid,0,128,auto,0,0.0,0.0,1.0
430,annthyroid,0,256,auto,0,0.0,0.0,1.0
431,annthyroid,0,512,auto,0,0.0,0.0,1.0
432,annthyroid,0,100,0.05,0,0.0,0.0,1.0
433,annthyroid,0,100,0.1,0,0.0,0.0,1.0
434,annthyroid,0,100,0.2,0,0.0,0.0,1.0
435,annthyroid,0,100,0.5,0,0.0,0.0,1.0
436,annthyroid,0,100,1,0,0.0,0.0,1.0
437,appendicitis,0,100,auto,0,0.0,0.0,1.0
438,appendicitis,0.05,100,auto,0,0.08461538461538458,0.0,0.8695239958778486
439,appendicitis,0.1,100,auto,0,0.1749999999999999,0.0,0.899671705409945
440,appendicitis,0.15,100,auto,0,0.21621621621621614,0.18750000000000008,0.817956004489338
441,appendicitis,0.2,100,auto,0,0.29999999999999993,0.058823529411764684,0.8329190441608744
442,appendicitis,0.25,100,auto,0,0.3148936170212766,0.050847457627118633,0.8079010778795574
443,appendicitis,LOF,100,auto,0,0.1749999999999999,0.0,0.932032293122186
444,appendicitis,IF,100,auto,0,0.3006342494714587,0.07404103479036585,0.8561063362448607
445,appendicitis,0,1,auto,0,0.0,0.0,1.0
446,appendicitis,0,2,auto,0,0.0,0.0,1.0
447,appendicitis,0,4,auto,0,0.0,0.0,1.0
448,appendicitis,0,8,auto,0,0.0,0.0,1.0
449,appendicitis,0,16,auto,0,0.0,0.0,1.0
450,appendicitis,0,32,auto,0,0.0,0.0,1.0
451,appendicitis,0,64,auto,0,0.0,0.0,1.0
452,appendicitis,0,128,auto,0,0.0,0.0,1.0
453,appendicitis,0,256,auto,0,0.0,0.0,1.0
454,appendicitis,0,512,auto,0,0.0,0.0,1.0
455,appendicitis,0,100,0.05,0,0.0,0.0,1.0
456,appendicitis,0,100,0.1,0,0.0,0.0,1.0
457,appendicitis,0,100,0.2,0,0.0,0.0,1.0
458,appendicitis,0,100,0.5,0,0.0,0.0,1.0
459,appendicitis,0,100,1,0,0.0,0.0,1.0
460,ar1,0,100,auto,0,0.0,0.0,1.0
461,ar1,0.05,100,auto,0,0.19999999999999996,0.3333333333333333,0.8560089412422154
462,ar1,0.1,100,auto,0,0.2857142857142857,0.0,0.8512293043635526
463,ar1,0.15,100,auto,0,0.2962962962962963,0.0,0.8478051808403917
464,ar1,0.2,100,auto,0,0.24242424242424238,0.0,0.8559455560107729
465,ar1,0.25,100,auto,0,0.20512820512820512,0.0,0.8868426741274426
466,ar1,LOF,100,auto,0,0.22222222222222224,0.0,0.8638059118231903
467,ar1,IF,100,auto,0,0.2962962962962963,0.0,0.847998341901197
468,ar1,0,1,auto,0,0.0,0.0,1.0
469,ar1,0,2,auto,0,0.0,0.0,1.0
470,ar1,0,4,auto,0,0.0,0.0,1.0
471,ar1,0,8,auto,0,0.0,0.0,1.0
472,ar1,0,16,auto,0,0.0,0.0,1.0
473,ar1,0,32,auto,0,0.0,0.0,1.0
474,ar1,0,64,auto,0,0.0,0.0,1.0
475,ar1,0,128,auto,0,0.0,0.0,1.0
476,ar1,0,256,auto,0,0.0,0.0,1.0
477,ar1,0,512,auto,0,0.0,0.0,1.0
478,ar1,0,100,0.05,0,0.0,0.0,1.0
479,ar1,0,100,0.1,0,0.0,0.0,1.0
480,ar1,0,100,0.2,0,0.0,0.0,1.0
481,ar1,0,100,0.5,0,0.0,0.0,1.0
482,ar1,0,100,1,0,0.0,0.0,1.0
483,ar3,0,100,auto,0,0.0,0.0,1.0
484,ar3,0.05,100,auto,0,0.36363636363636365,0.0,0.8257962022936643
485,ar3,0.1,100,auto,0,0.5714285714285714,0.0,1.0
486,ar3,0.15,100,auto,0,0.6154411764705883,0.022900763358778636,0.8747774462184139
487,ar3,0.2,100,auto,0,0.5714285714285714,0.0,0.909351673652518
488,ar3,0.25,100,auto,0,0.5,0.0,0.7710230393112122
489,ar3,LOF,100,auto,0,0.375,0.0,0.7504269302204406
490,ar3,IF,100,auto,0,0.6143790849673202,0.09090909090909077,0.8485055151077419
491,ar3,0,1,auto,0,0.0,0.0,1.0
492,ar3,0,2,auto,0,0.0,0.0,1.0
493,ar3,0,4,auto,0,0.0,0.0,1.0
494,ar3,0,8,auto,0,0.0,0.0,1.0
495,ar3,0,16,auto,0,0.0,0.0,1.0
496,ar3,0,32,auto,0,0.0,0.0,1.0
497,ar3,0,64,auto,0,0.0,0.0,1.0
498,ar3,0,128,auto,0,0.0,0.0,1.0
499,ar3,0,256,auto,0,0.0,0.0,1.0
500,ar3,0,512,auto,0,0.0,0.0,1.0
501,ar3,0,100,0.05,0,0.0,0.0,1.0
502,ar3,0,100,0.1,0,0.0,0.0,1.0
503,ar3,0,100,0.2,0,0.0,0.0,1.0
504,ar3,0,100,0.5,0,0.0,0.0,1.0
505,ar3,0,100,1,0,0.0,0.0,1.0
506,ar4,0,100,auto,0,0.0,0.0,1.0
507,ar4,0.05,100,auto,0,0.313,0.0,0.874451509999539
508,ar4,0.1,100,auto,0,0.49677419354838703,0.049180327868852534,0.8547242103228019
509,ar4,0.15,100,auto,0,0.538888888888889,0.03896103896103903,0.8890305279273251
510,ar4,0.2,100,auto,0,0.5219512195121953,0.047619047619047554,0.8516661326156196
511,ar4,0.25,100,auto,0,0.5372802960222016,0.03999999999999985,0.8301254422127067
512,ar4,LOF,100,auto,0,0.5210526315789473,0.03896103896103892,0.8350710576853618
513,ar4,IF,100,auto,0,0.5161290322580644,0.0,0.9375505460892783
514,ar4,0,1,auto,0,0.0,0.0,1.0
515,ar4,0,2,auto,0,0.0,0.0,1.0
516,ar4,0,4,auto,0,0.0,0.0,1.0
517,ar4,0,8,auto,0,0.0,0.0,1.0
518,ar4,0,16,auto,0,0.0,0.0,1.0
519,ar4,0,32,auto,0,0.0,0.0,1.0
520,ar4,0,64,auto,0,0.0,0.0,1.0
521,ar4,0,128,auto,0,0.0,0.0,1.0
522,ar4,0,256,auto,0,0.0,0.0,1.0
523,ar4,0,512,auto,0,0.0,0.0,1.0
524,ar4,0,100,0.05,0,0.0,0.0,1.0
525,ar4,0,100,0.1,0,0.0,0.0,1.0
526,ar4,0,100,0.2,0,0.0,0.0,1.0
527,ar4,0,100,0.5,0,0.0,0.0,1.0
528,ar4,0,100,1,0,0.0,0.0,1.0
529,ar6,0,100,auto,0,0.0,0.0,1.0
530,ar6,0.05,100,auto,0,0.29999999999999993,0.0,0.9544173960612693
531,ar6,0.1,100,auto,0,0.4,0.0,0.9498672824759781
532,ar6,0.15,100,auto,0,0.33333333333333337,0.0,0.897296213828871
533,ar6,0.2,100,auto,0,0.3371428571428571,0.06666666666666661,0.8377639003867271
534,ar6,0.25,100,auto,0,0.3758974358974359,0.06666666666666672,0.832899696470008
535,ar6,LOF,100,auto,0,0.3245283018867925,0.058823529411764774,0.7664119650420117
536,ar6,IF,100,auto,0,0.34482758620689646,0.0,0.8773757817383186
537,ar6,0,1,auto,0,0.0,0.0,1.0
538,ar6,0,2,auto,0,0.0,0.0,1.0
539,ar6,0,4,auto,0,0.0,0.0,1.0
540,ar6,0,8,auto,0,0.0,0.0,1.0
541,ar6,0,16,auto,0,0.0,0.0,1.0
542,ar6,0,32,auto,0,0.0,0.0,1.0
543,ar6,0,64,auto,0,0.0,0.0,1.0
544,ar6,0,128,auto,0,0.0,0.0,1.0
545,ar6,0,256,auto,0,0.0,0.0,1.0
546,ar6,0,512,auto,0,0.0,0.0,1.0
547,ar6,0,100,0.05,0,0.0,0.0,1.0
548,ar6,0,100,0.1,0,0.0,0.0,1.0
549,ar6,0,100,0.2,0,0.0,0.0,1.0
550,ar6,0,100,0.5,0,0.0,0.0,1.0
551,ar6,0,100,1,0,0.0,0.0,1.0
552,arsenic-female-bladder,0,100,auto,0,0.0,0.0,1.0
553,arsenic-female-bladder,0.05,100,auto,0,0.29285219799238493,0.0,0.9543084774839279
554,arsenic-female-bladder,0.1,100,auto,0,0.2560675381263616,0.02857142857142858,0.8621421354955205
555,arsenic-female-bladder,0.15,100,auto,0,0.26909525366555637,0.07729233337971346,0.7875055285623898
556,arsenic-female-bladder,0.2,100,auto,0,0.269496558076401,0.044536892881753984,0.7556695283911156
557,arsenic-female-bladder,0.25,100,auto,0,0.26707979632951356,0.06269666334455554,0.7001364159702043
558,arsenic-female-bladder,LOF,100,auto,0,0.2758620689655173,0.0,0.9139409285542361
559,arsenic-female-bladder,IF,100,auto,0,0.255039793156385,0.04845814977973579,0.7182249458674878
560,arsenic-female-bladder,0,1,auto,0,0.0,0.0,1.0
561,arsenic-female-bladder,0,2,auto,0,0.0,0.0,1.0
562,arsenic-female-bladder,0,4,auto,0,0.0,0.0,1.0
563,arsenic-female-bladder,0,8,auto,0,0.0,0.0,1.0
564,arsenic-female-bladder,0,16,auto,0,0.0,0.0,1.0
565,arsenic-female-bladder,0,32,auto,0,0.0,0.0,1.0
566,arsenic-female-bladder,0,64,auto,0,0.0,0.0,1.0
567,arsenic-female-bladder,0,128,auto,0,0.0,0.0,1.0
568,arsenic-female-bladder,0,256,auto,0,0.0,0.0,1.0
569,arsenic-female-bladder,0,512,auto,0,0.0,0.0,1.0
570,arsenic-female-bladder,0,100,0.05,0,0.0,0.0,1.0
571,arsenic-female-bladder,0,100,0.1,0,0.0,0.0,1.0
572,arsenic-female-bladder,0,100,0.2,0,0.0,0.0,1.0
573,arsenic-female-bladder,0,100,0.5,0,0.0,0.0,1.0
574,arsenic-female-bladder,0,100,1,0,0.0,0.0,1.0
575,arsenic-female-lung,0,100,auto,0,0.0,0.0,1.0
576,arsenic-female-lung,0.05,100,auto,0,0.6396854764107307,0.0,0.9672626090082171
577,arsenic-female-lung,0.1,100,auto,0,0.40216216216216216,0.006711409395973086,0.8493471183247002
578,arsenic-female-lung,0.15,100,auto,0,0.2924043403769274,0.004878048780487759,0.771502707993103
579,arsenic-female-lung,0.2,100,auto,0,0.23555100694397027,0.02334182744812508,0.7436234395104836
580,arsenic-female-lung,0.25,100,auto,0,0.19584917908299798,0.033833630119562516,0.7281039504332335
581,arsenic-female-lung,LOF,100,auto,0,0.5464646464646463,0.0,0.9436421522519468
582,arsenic-female-lung,IF,100,auto,0,0.19684897699227763,0.02833635219353442,0.735510720779938
583,arsenic-female-lung,0,1,auto,0,0.0,0.0,1.0
584,arsenic-female-lung,0,2,auto,0,0.0,0.0,1.0
585,arsenic-female-lung,0,4,auto,0,0.0,0.0,1.0
586,arsenic-female-lung,0,8,auto,0,0.0,0.0,1.0
587,arsenic-female-lung,0,16,auto,0,0.0,0.0,1.0
588,arsenic-female-lung,0,32,auto,0,0.0,0.0,1.0
589,arsenic-female-lung,0,64,auto,0,0.0,0.0,1.0
590,arsenic-female-lung,0,128,auto,0,0.0,0.0,1.0
591,arsenic-female-lung,0,256,auto,0,0.0,0.0,1.0
592,arsenic-female-lung,0,512,auto,0,0.0,0.0,1.0
593,arsenic-female-lung,0,100,0.05,0,0.0,0.0,1.0
594,arsenic-female-lung,0,100,0.1,0,0.0,0.0,1.0
595,arsenic-female-lung,0,100,0.2,0,0.0,0.0,1.0
596,arsenic-female-lung,0,100,0.5,0,0.0,0.0,1.0
597,arsenic-female-lung,0,100,1,0,0.0,0.0,1.0
598,arsenic-male-bladder,0,100,auto,0,0.0,0.0,1.0
599,arsenic-male-bladder,0.05,100,auto,0,0.523076923076923,0.037037037037037014,0.902155621178361
600,arsenic-male-bladder,0.1,100,auto,0,0.35,0.0,0.8467476675599486
601,arsenic-male-bladder,0.15,100,auto,0,0.2599907260460954,0.0,0.7927204799487395
602,arsenic-male-bladder,0.2,100,auto,0,0.2060348583877995,0.0,0.7716547818098594
603,arsenic-male-bladder,0.25,100,auto,0,0.18493423750699667,0.027355623100303948,0.7528737879898003
604,arsenic-male-bladder,LOF,100,auto,0,0.5194968553459122,0.0,0.9708651703602464
605,arsenic-male-bladder,IF,100,auto,0,0.1824563455896689,0.06287683138890164,0.730330597348092
606,arsenic-male-bladder,0,1,auto,0,0.0,0.0,1.0
607,arsenic-male-bladder,0,2,auto,0,0.0,0.0,1.0
608,arsenic-male-bladder,0,4,auto,0,0.0,0.0,1.0
609,arsenic-male-bladder,0,8,auto,0,0.0,0.0,1.0
610,arsenic-male-bladder,0,16,auto,0,0.0,0.0,1.0
611,arsenic-male-bladder,0,32,auto,0,0.0,0.0,1.0
612,arsenic-male-bladder,0,64,auto,0,0.0,0.0,1.0
613,arsenic-male-bladder,0,128,auto,0,0.0,0.0,1.0
614,arsenic-male-bladder,0,256,auto,0,0.0,0.0,1.0
615,arsenic-male-bladder,0,512,auto,0,0.0,0.0,1.0
616,arsenic-male-bladder,0,100,0.05,0,0.0,0.0,1.0
617,arsenic-male-bladder,0,100,0.1,0,0.0,0.0,1.0
618,arsenic-male-bladder,0,100,0.2,0,0.0,0.0,1.0
619,arsenic-male-bladder,0,100,0.5,0,0.0,0.0,1.0
620,arsenic-male-bladder,0,100,1,0,0.0,0.0,1.0
621,arsenic-male-lung,0,100,auto,0,0.0,0.0,1.0
622,arsenic-male-lung,0.05,100,auto,0,0.6341463414634145,0.0,0.9158072109695434
623,arsenic-male-lung,0.1,100,auto,0,0.3779198635976129,0.0,0.8376746513772226
624,arsenic-male-lung,0.15,100,auto,0,0.27001352635811954,0.005181347150258945,0.7871866053927405
625,arsenic-male-lung,0.2,100,auto,0,0.20901742872743373,0.0030150753768844207,0.7497313480812118
626,arsenic-male-lung,0.25,100,auto,0,0.17061138790359875,0.0024610336341262264,0.7384991576152122
627,arsenic-male-lung,LOF,100,auto,0,0.6060908084163898,0.0,0.9526293591671412
628,arsenic-male-lung,IF,100,auto,0,0.1617947478417125,0.0,0.7450759709150944
629,arsenic-male-lung,0,1,auto,0,0.0,0.0,1.0
630,arsenic-male-lung,0,2,auto,0,0.0,0.0,1.0
631,arsenic-male-lung,0,4,auto,0,0.0,0.0,1.0
632,arsenic-male-lung,0,8,auto,0,0.0,0.0,1.0
633,arsenic-male-lung,0,16,auto,0,0.0,0.0,1.0
634,arsenic-male-lung,0,32,auto,0,0.0,0.0,1.0
635,arsenic-male-lung,0,64,auto,0,0.0,0.0,1.0
636,arsenic-male-lung,0,128,auto,0,0.0,0.0,1.0
637,arsenic-male-lung,0,256,auto,0,0.0,0.0,1.0
638,arsenic-male-lung,0,512,auto,0,0.0,0.0,1.0
639,arsenic-male-lung,0,100,0.05,0,0.0,0.0,1.0
640,arsenic-male-lung,0,100,0.1,0,0.0,0.0,1.0
641,arsenic-male-lung,0,100,0.2,0,0.0,0.0,1.0
642,arsenic-male-lung,0,100,0.5,0,0.0,0.0,1.0
643,arsenic-male-lung,0,100,1,0,0.0,0.0,1.0
644,backache,0,100,auto,0,0.0,0.0,1.0
645,backache,0.05,100,auto,0,0.2176470588235294,0.10344827586206894,0.8531266921857701
646,backache,0.1,100,auto,0,0.2790697674418604,0.0,0.8483089644812986
647,backache,0.15,100,auto,0,0.27028657616892904,0.10020876826722336,0.7874839690982365
648,backache,0.2,100,auto,0,0.3321857923497268,0.07091172214182336,0.8340593091462308
649,backache,0.25,100,auto,0,0.34857142857142864,0.0,0.8351133337844292
650,backache,LOF,100,auto,0,0.08275862068965516,0.0,0.7429329482019993
651,backache,IF,100,auto,0,0.3152542372881356,0.09589041095890413,0.8077639355052052
652,backache,0,1,auto,0,0.0,0.0,1.0
653,backache,0,2,auto,0,0.0,0.0,1.0
654,backache,0,4,auto,0,0.0,0.0,1.0
655,backache,0,8,auto,0,0.0,0.0,1.0
656,backache,0,16,auto,0,0.0,0.0,1.0
657,backache,0,32,auto,0,0.0,0.0,1.0
658,backache,0,64,auto,0,0.0,0.0,1.0
659,backache,0,128,auto,0,0.0,0.0,1.0
660,backache,0,256,auto,0,0.0,0.0,1.0
661,backache,0,512,auto,0,0.0,0.0,1.0
662,backache,0,100,0.05,0,0.0,0.0,1.0
663,backache,0,100,0.1,0,0.0,0.0,1.0
664,backache,0,100,0.2,0,0.0,0.0,1.0
665,backache,0,100,0.5,0,0.0,0.0,1.0
666,backache,0,100,1,0,0.0,0.0,1.0
667,breastw,0,100,auto,0,0.0,0.0,1.0
668,breastw,0.05,100,auto,0,0.24119532428355955,0.02136181575433916,0.7646239784920998
669,breastw,0.1,100,auto,0,0.42880287837176134,0.0,0.815334467342685
670,breastw,0.15,100,auto,0,0.5777949010557389,0.008546880500977476,0.8245634021732378
671,breastw,0.2,100,auto,0,0.696155156066295,0.005392317979467097,0.8340842170811353
672,breastw,0.25,100,auto,0,0.7878857169917881,0.009023771321931258,0.8398123494341767
673,breastw,LOF,100,auto,0,0.7835014171728167,0.006863470615526714,0.8592611659453218
674,breastw,IF,100,auto,0,0.9184591419484649,0.003540597525560051,0.9174745606446286
675,breastw,0,1,auto,0,0.0,0.0,1.0
676,breastw,0,2,auto,0,0.0,0.0,1.0
677,breastw,0,4,auto,0,0.0,0.0,1.0
678,breastw,0,8,auto,0,0.0,0.0,1.0
679,breastw,0,16,auto,0,0.0,0.0,1.0
680,breastw,0,32,auto,0,0.0,0.0,1.0
681,breastw,0,64,auto,0,0.0,0.0,1.0
682,breastw,0,128,auto,0,0.0,0.0,1.0
683,breastw,0,256,auto,0,0.0,0.0,1.0
684,breastw,0,512,auto,0,0.0,0.0,1.0
685,breastw,0,100,0.05,0,0.0,0.0,1.0
686,breastw,0,100,0.1,0,0.0,0.0,1.0
687,breastw,0,100,0.2,0,0.0,0.0,1.0
688,breastw,0,100,0.5,0,0.0,0.0,1.0
689,breastw,0,100,1,0,0.0,0.0,1.0
690,cardio,0,100,auto,0,0.0,0.0,1.0
691,cardio,0.05,100,auto,0,0.390734529599195,0.02624646132687959,0.8499447620561965
692,cardio,0.1,100,auto,0,0.4721152406434944,0.058318509400562164,0.7917852920090283
693,cardio,0.15,100,auto,0,0.5363584954895974,0.031777745255289244,0.7887798640763269
694,cardio,0.2,100,auto,0,0.5085695325203565,0.02783205596784474,0.8025767532960497
695,cardio,0.25,100,auto,0,0.4951191703578754,0.02053716519869127,0.7834057790056959
696,cardio,LOF,100,auto,0,0.27666594218648116,0.07395333214786717,0.7215487928891269
697,cardio,IF,100,auto,0,0.47482023257365463,0.034877145619379414,0.7960356511350333
698,cardio,0,1,auto,0,0.0,0.0,1.0
699,cardio,0,2,auto,0,0.0,0.0,1.0
700,cardio,0,4,auto,0,0.0,0.0,1.0
701,cardio,0,8,auto,0,0.0,0.0,1.0
702,cardio,0,16,auto,0,0.0,0.0,1.0
703,cardio,0,32,auto,0,0.0,0.0,1.0
704,cardio,0,64,auto,0,0.0,0.0,1.0
705,cardio,0,128,auto,0,0.0,0.0,1.0
706,cardio,0,256,auto,0,0.0,0.0,1.0
707,cardio,0,512,auto,0,0.0,0.0,1.0
708,cardio,0,100,0.05,0,0.0,0.0,1.0
709,cardio,0,100,0.1,0,0.0,0.0,1.0
710,cardio,0,100,0.2,0,0.0,0.0,1.0
711,cardio,0,100,0.5,0,0.0,0.0,1.0
712,cardio,0,100,1,0,0.0,0.0,1.0
713,climate-model-simulation-crashes,0,100,auto,0,0.0,0.0,1.0
714,climate-model-simulation-crashes,0.05,100,auto,0,0.07991189143996397,0.3118626956082786,0.41157199603414213
715,climate-model-simulation-crashes,0.1,100,auto,0,0.13077015048443616,0.0756693830034921,0.4531772668651829
716,climate-model-simulation-crashes,0.15,100,auto,0,0.13972563429571302,0.11501316944688324,0.45706901015669055
717,climate-model-simulation-crashes,0.2,100,auto,0,0.17094719865617694,0.17437078190387234,0.4639211541655672
718,climate-model-simulation-crashes,0.25,100,auto,0,0.2029687338340886,0.057627901605266214,0.4658487552259683
719,climate-model-simulation-crashes,LOF,100,auto,0,0.0,0.0,1.0
720,climate-model-simulation-crashes,IF,100,auto,0,0.1745696239574696,0.030386084211722692,0.441104155359647
721,climate-model-simulation-crashes,0,1,auto,0,0.0,0.0,1.0
722,climate-model-simulation-crashes,0,2,auto,0,0.0,0.0,1.0
723,climate-model-simulation-crashes,0,4,auto,0,0.0,0.0,1.0
724,climate-model-simulation-crashes,0,8,auto,0,0.0,0.0,1.0
725,climate-model-simulation-crashes,0,16,auto,0,0.0,0.0,1.0
726,climate-model-simulation-crashes,0,32,auto,0,0.0,0.0,1.0
727,climate-model-simulation-crashes,0,64,auto,0,0.0,0.0,1.0
728,climate-model-simulation-crashes,0,128,auto,0,0.0,0.0,1.0
729,climate-model-simulation-crashes,0,256,auto,0,0.0,0.0,1.0
730,climate-model-simulation-crashes,0,512,auto,0,0.0,0.0,1.0
731,climate-model-simulation-crashes,0,100,0.05,0,0.0,0.0,1.0
732,climate-model-simulation-crashes,0,100,0.1,0,0.0,0.0,1.0
733,climate-model-simulation-crashes,0,100,0.2,0,0.0,0.0,1.0
734,climate-model-simulation-crashes,0,100,0.5,0,0.0,0.0,1.0
735,climate-model-simulation-crashes,0,100,1,0,0.0,0.0,1.0
736,datatrieve,0,100,auto,0,0.0,0.0,1.0
737,datatrieve,0.05,100,auto,0,0.2352941176470588,0.0,0.845293195217838
738,datatrieve,0.1,100,auto,0,0.27499999999999997,0.14285714285714304,0.8731380205739178
739,datatrieve,0.15,100,auto,0,0.33999999999999997,0.0,0.9227980118590969
740,datatrieve,0.2,100,auto,0,0.3252252252252252,0.0,0.8681168778470325
741,datatrieve,0.25,100,auto,0,0.2797342192691029,0.0,0.8755323252601165
742,datatrieve,LOF,100,auto,0,0.22222222222222224,0.0,0.8711404445251257
743,datatrieve,IF,100,auto,0,0.29999999999999993,0.0,0.9245367807081044
744,datatrieve,0,1,auto,0,0.0,0.0,1.0
745,datatrieve,0,2,auto,0,0.0,0.0,1.0
746,datatrieve,0,4,auto,0,0.0,0.0,1.0
747,datatrieve,0,8,auto,0,0.0,0.0,1.0
748,datatrieve,0,16,auto,0,0.0,0.0,1.0
749,datatrieve,0,32,auto,0,0.0,0.0,1.0
750,datatrieve,0,64,auto,0,0.0,0.0,1.0
751,datatrieve,0,128,auto,0,0.0,0.0,1.0
752,datatrieve,0,256,auto,0,0.0,0.0,1.0
753,datatrieve,0,512,auto,0,0.0,0.0,1.0
754,datatrieve,0,100,0.05,0,0.0,0.0,1.0
755,datatrieve,0,100,0.1,0,0.0,0.0,1.0
756,datatrieve,0,100,0.2,0,0.0,0.0,1.0
757,datatrieve,0,100,0.5,0,0.0,0.0,1.0
758,datatrieve,0,100,1,0,0.0,0.0,1.0
759,fertility,0,100,auto,0,0.0,0.0,1.0
760,fertility,0.05,100,auto,0,0.0,0.0,0.7588473978241694
761,fertility,0.1,100,auto,0,0.02727272727272727,1.0,0.7519341563786008
762,fertility,0.15,100,auto,0,0.11196581196581194,0.3459119496855349,0.7266601581826996
763,fertility,0.2,100,auto,0,0.18225806451612897,0.1441441441441443,0.730505522901508
764,fertility,0.25,100,auto,0,0.21621621621621617,0.0,0.7982248238482385
765,fertility,LOF,100,auto,0,0.0,0.0,1.0
766,fertility,IF,100,auto,0,0.24567453115547488,0.006535947712418335,0.8119489897624528
767,fertility,0,1,auto,0,0.0,0.0,1.0
768,fertility,0,2,auto,0,0.0,0.0,1.0
769,fertility,0,4,auto,0,0.0,0.0,1.0
770,fertility,0,8,auto,0,0.0,0.0,1.0
771,fertility,0,16,auto,0,0.0,0.0,1.0
772,fertility,0,32,auto,0,0.0,0.0,1.0
773,fertility,0,64,auto,0,0.0,0.0,1.0
774,fertility,0,128,auto,0,0.0,0.0,1.0
775,fertility,0,256,auto,0,0.0,0.0,1.0
776,fertility,0,512,auto,0,0.0,0.0,1.0
777,fertility,0,100,0.05,0,0.0,0.0,1.0
778,fertility,0,100,0.1,0,0.0,0.0,1.0
779,fertility,0,100,0.2,0,0.0,0.0,1.0
780,fertility,0,100,0.5,0,0.0,0.0,1.0
781,fertility,0,100,1,0,0.0,0.0,1.0
782,flare,0,100,auto,0,0.0,0.0,1.0
783,flare,0.05,100,auto,0,0.16048074288965528,0.038410819000589305,0.8597781339127653
784,flare,0.1,100,auto,0,0.22049674283824072,0.024405866119502788,0.8749347624521241
785,flare,0.15,100,auto,0,0.22280664406803735,0.004781466474688307,0.8467272527175485
786,flare,0.2,100,auto,0,0.21996943229513327,0.011494252873563407,0.9202228581547698
787,flare,0.25,100,auto,0,0.2357757555407763,0.012335949065885598,0.8930940110107446
